Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1167197|1.00294|10|52|5|2|2
Bimbo_1|3670016|319324|264736|1.2062|12|592|49|4|1.5
CityMaxCapita_1|26049426|11018728|10687007|1.03104|31|1353|250|13|1.8
CMSprovider_1|16717728|3729276|3399245|1.09709|26|1163|251|12|1.57143
CommonGovernment_1|62829650|8193179|6907766|1.18608|56|6987|838|30|2.23077
Corporations_1|11901857|5105751|3447814|1.48087|27|918|404|9|1.5
Eixo_1|60077487|5892367|4530635|1.30056|71|15388|3408|41|2.73333
Euro2016_1|11418716|5779460|5235012|1.104|10|119|51|3|1.5
Food_1|2758131|515805|515001|1.00156|6|70|13|3|1.5
Generico_1|42738694|2805958|1847332|1.51892|42|5804|816|19|1.72727
HashTags_1|92542033|34757025|23916064|1.45329|99|20015|1493|26|1.29412
Hatred_1|26027696|11533096|11343203|1.01674|31|1178|187|11|1.2
IGlocations1_1|6321918|1779851|1766945|1.0073|18|660|75|8|1
Medicare1_1|12973420|3996314|3324579|1.20205|26|894|183|11|1.28571
MedPayment1_1|16768400|4681724|4549320|1.0291|28|1191|189|10|1.42857
MLB_1|18994088|2380651|2176591|1.09375|48|8256|1593|26|1.7
Motos_1|42974217|2829428|1873939|1.50988|43|6090|844|19|1.58333
MulheresMil_1|62416953|5964864|4550952|1.31068|72|15881|3463|43|3.30769
NYC_1|36490617|3139541|1523993|2.06008|48|5382|1023|26|3.57143
PanCreactomy1_1|18360922|4037727|3686288|1.09534|29|1555|312|14|1.75
Physicians_1|16768116|4686462|4568470|1.02583|28|1191|186|11|1.57143
Provider_1|16202756|4588180|4500518|1.01948|28|1221|178|11|1.57143
RealEstate1_1|17820728|4838606|4481591|1.07966|26|1330|178|7|1.16667
Redfin1_1|22150976|9242876|9014027|1.02539|42|1398|137|13|1.75
Rentabilidad_1|70851322|16198993|14894497|1.08758|139|21693|1627|31|2.07143
Romance_1|21518242|9890585|9866699|1.00242|11|35|4|2|2
SalariesFrance_1|48707783|9310155|8451794|1.10156|57|3588|340|18|1.66667
TableroSistemaPenal_1|23289522|802109|287625|2.78873|27|2252|171|13|2.16667
Taxpayer_1|16195222|4592886|4533820|1.01303|28|1222|194|11|1.57143
Telco_1|92222061|23897338|22459764|1.06401|176|54777|13673|77|1.09836
TrainsUK1_2|22067864|3440367|2963332|1.16098|27|1629|211|15|1.5
TrainsUK2_1|18144855|3140981|2475357|1.2689|29|2406|460|15|1.875
Uberlandia_1|61320125|5959002|4674978|1.27466|72|15592|3582|40|2.5
USCensus_1|137735464|8738400|8045075|1.08618|518|533880|46405|150|1.89655
Wins_1|88869327|14701699|13864417|1.06039|254|174072|36427|165|2.48837
YaleLanguages_1|18012366|1520217|804107|1.89057|28|2358|522|19|2.57143
Average compression_ratio_improvement: 1.24047
Total ECRs computed: 912192
