Relation|RowGroup|C3_Scheme|source_id|target_id|source_name|target_name|source_type|target_type|uncompressed_source_size|uncompressed_target_size|c3_compressed_source_size|c3_compressed_target_size|c3_source_cr|c3_target_cr|bb_source_size|bb_target_size|bb_source_cr|bb_target_cr|scheme_total_cr_improvement|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Arade_1|0|Dict_1to1|1|0|2_F2|1_F1|string|string|557506|458756|58459|11017|9.5367|41.6407|56892|18022|9.79937|25.4553|1.07827|Dict_1to1|1|0|9.799202|25.455332|9.799202|39.643623|0|6450|BP|-1|74|5|1402|1325|11216|10624|0.997741|308|308|0.961039|36|55|0.709091|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
Bimbo_1|0|Equality|3|11|4_Demanda_uni_equil|12_Venta_uni_hoy|integer|integer|262144|262144|39892|10997|6.57134|23.8378|39868|39936|6.5753|6.5641|1.5682|Equality|3|11|6.575298|6.564103|6.575298|16.987013|0|24503|PFOR|-1|176|176|1402|1369|77|10976|0.997813|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CityMaxCapita_1|0|Dict_1toN|14|26|15_Language|27_Twitter Client|string|string|393571|1410658|3246|23896|121.248|59.0332|19216|50557|20.4814|27.9023|2.57067|Dict_1toN|14|26|20.481422|27.902328|20.481422|54.966412|0|24893|BP|-1|21|46|-1|-1|-1|-1|-1.000000|810|1690|0.990533|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|24748|22088|88|100|-1|-1|
CityMaxCapita_1|0|Dict_Sharing|20|28|21_Region|29_User Loc|string|string|776748|795139|278443|124373|2.78961|6.39318|15797|392334|49.1706|2.02669|1.01319|Dict_Sharing|20|28|49.295424|2.070001|3.136640|9.622652|-231880|301493|-1|-1|5|14506|-1|-1|-1|-1|-1.000000|231942|268026|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2533|25096|82632|124361|-1|-1|-1|-1|
CityMaxCapita_1|0|Dict_1toN|21|17|22_Short Domain|18_Long Domain|string|string|372891|383796|66421|37013|5.61405|10.3692|84607|90898|4.40733|4.22227|1.69678|Dict_1toN|21|17|4.880900|4.641440|4.880900|11.207686|0|48445|BP|-1|969|1086|-1|-1|-1|-1|-1.000000|21410|21430|0.999253|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|55959|55959|8936|11673|3880|3892|-1|-1|
CityMaxCapita_1|0|Equality|22|1|23_State_Country|2_City_State|string|string|1142397|806374|209215|53|5.4604|15214.6|209191|161893|5.46102|4.98091|1.77325|Equality|22|1|5.461363|4.981892|5.461363|193.571429|0|157695|DICT|-1|5751|5292|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2|23966|-1|-1|-1|-1|-1|32|
CityMaxCapita_1|0|Dict_1toN|23|2|24_State|3_City|string|string|388154|660352|33945|121683|11.4348|5.42682|43423|135033|8.9389|4.8903|1.14668|Dict_1toN|23|2|8.947145|4.892040|8.947145|7.321706|0|44794|BP|-1|50|4536|-1|-1|-1|-1|-1.000000|65333|76193|0.999790|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2533|21554|24636|45256|204|216|-1|-1|
CMSprovider_1|0|Dict_1to1|5|6|6_HCPCS_CODE|7_HCPCS_DESCRIPTION|string|string|589823|4087274|83299|98630|7.08079|41.4405|100977|174255|5.84116|23.4557|1.51285|Dict_1to1|5|6|5.841683|23.456917|5.841683|41.456447|0|75654|BP|-1|1521|1439|0|0|8|-1|-1.000000|6096|6096|0.998031|92476|92495|0.999827|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9|
CMSprovider_1|0|Dict_1toN|7|18|8_HCPCS_DRUG_INDICATOR|19_NPPES_PROVIDER_STREET2|string|string|327683|574745|2119|141994|154.64|4.04767|10301|152459|31.8108|3.76983|1.12939|Dict_1toN|7|18|31.838613|3.984367|31.838613|7.218873|0|64633|BP|-1|1|2535|-1|-1|-1|-1|-1.000000|46919|46939|0.999659|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|38889|32672|95017|8|20|-1|-1|
CMSprovider_1|0|DFOR|8|3|9_LINE_SRVC_CNT|4_BENE_DAY_SRVC_CNT|double|integer|524288|262144|87270|69481|6.00765|3.77289|81706|68805|6.41676|3.80996|0.960192|DFOR|8|3|6.417469|3.810454|6.417469|12.144730|0|47211|BP|BP|1263|1210|-1|-1|-1|-1|-1.000000|5053|5064|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|8539|1|1|16532|64401|-1|-1|-1|-1|
